line,english,german,issues,reviewed,replacement
659,"Although the Revenants have always been at war with each other, there is a sacred code that applies to all of them, and a council that punishes the infidels. When a group of Revenants decided to live in peace in Ahruna with humans and other creatures of the surface, Dagon emerged from the depths to punish them. With a simple glance of this creature, their bodies began to experience drastic changes. They grew legs, their scales became skin, and they were completely transformed into humans.","Obwohl die Wiedergänger seit jeher miteinander im Krieg stehen, gibt es einen heiligen Kodex, der für alle gilt, und einen Rat, der die Abtrünnigen bestraft. Als eine Gruppe von Wiedergängern beschloss, in Ahruna friedlich mit Menschen und anderen Geschöpfen der Oberfläche zu leben, tauchte Dagon aus den Tiefen auf, um sie zu bestrafen. Mit einem einfachen Blick dieser Kreatur begannen ihre Körper, drastische Veränderungen zu erfahren. Ihnen wuchsen Beine, ihre Schuppen wurden zu Haut, und sie wurden vollständig in Menschen verwandelt.",TERM:Creatures->Kreaturen,,
673,"This creature is as old as the world and its origin is a mystery. It rules over the sea-dwelling Dragons that never come to the surface, although there is an ancient orb capable of summoning it and its armies if the cause is worthy of its presence. Some historians fear that eventually rulers of Siralim, who often interact with Nether Orbs, will corrupt the one that would summon this terrible creature, and add it to Siralim's hosts.","Dieses Wesen ist so alt wie die Welt und sein Ursprung ist ein Rätsel. Es herrscht über die im Meer lebenden Drachen, die niemals an die Oberfläche kommen, obwohl es eine uralte Kugel gibt, die in der Lage ist, es und seine Armeen zu beschwören, wenn der Anlass seiner Anwesenheit würdig ist. Einige Historiker befürchten, dass die Herrscher von Siralim, die oft mit Nether-Kugeln interagieren, irgendwann diejenige korrumpieren werden, die dieses schreckliche Wesen beschwören würde, und es den Heerscharen Siralims hinzufügen.",TERM:Creature->Kreatur,,
675,"When a Phoenix has been reborn forty-two times, it becomes a Transcended Phoenix. This creature never gets old or sick, but it cannot regenerate, so steel and magic can end its life. Females gain the ability to lay an unlimited number of eggs, although their offspring is always of the father's subspecies. The number of Phoenixes was considerably reduced in the Unification War. To repopulate the species, Helmholtz and Milner searched for two Transcended Phoenixes, a male and a female.","Wenn ein Phönix zweiundvierzigmal wiedergeboren wurde, wird er zu einem Transzendenten Phönix. Dieses Wesen wird niemals alt oder krank, kann sich jedoch nicht regenerieren, sodass Stahl und Magie sein Leben beenden können. Weibchen erlangen die Fähigkeit, eine unbegrenzte Anzahl von Eiern zu legen, obwohl ihr Nachwuchs immer der Unterart des Vaters angehört. Die Anzahl der Phönixe wurde im Vereinigungskrieg erheblich reduziert. Um die Art wieder zu vermehren, suchten Helmholtz und Milner nach zwei Transzendenten Phönixen, einem männlichen und einem weiblichen.",TERM:Creature->Kreatur,,
710,"Every Vortex is powered by pure magic and needs to consume at least one Spell Gem every three days to keep its structure intact.\n\nSulfuric Vortices are made up of a corrosive magical substance that produces first-degree burns in just a moment of contact with the skin. This property gets stronger the smaller they are, and they can easily pierce their enemies' bodies at high speed when they are at their smallest size.","Jeder Vortex wird von reiner Magie angetrieben und muss mindestens einen Zauberedelstein alle drei Tage verbrauchen, um seine Struktur intakt zu halten.\n\nSchwefelwirbel bestehen aus einer ätzenden magischen Substanz, die bei nur einem Moment Hautkontakt Verbrennungen ersten Grades verursacht. Diese Eigenschaft wird stärker, je kleiner sie sind, und sie können die Körper ihrer Feinde mit hoher Geschwindigkeit leicht durchbohren, wenn sie ihre kleinste Größe erreicht haben.",TERM:Spell Gem->Zauberstein,,
711,"The legend of the Imp Incarnate says that this creature will unite all the Imps and lead them to glory. This is actually more a joke than a legend, or so some believed. When an old ruler of Siralim declared war on the rest of Rodia, a bright-eyed Imp appeared near some of the towns and cities that had been invaded and could no longer defend themselves. Along with a horde of Imps, this little joke has already plundered several human settlements and does not seem to be stopping soon.","Die Legende des Kobold-Inkarnat besagt, dass dieses Wesen alle Kobolde vereinen und sie zu Ruhm führen wird. Dies ist eigentlich mehr ein Scherz als eine Legende, oder zumindest glaubten das einige. Als ein alter Herrscher von Siralim dem Rest von Rodia den Krieg erklärte, erschien ein hellsichtiger Kobold in der Nähe einiger Städte und Siedlungen, die überfallen worden waren und sich nicht mehr verteidigen konnten. Zusammen mit einer Horde von Kobolden hat dieser kleine Scherz bereits mehrere menschliche Siedlungen geplündert und scheint nicht bald aufzuhören.",TERM:Creature->Kreatur,,
723,"Aja Birku, otherwise known by Rodian scholars as The Puzzle Box, is one of the few creatures that still perplexes even the most devoted of artificers. According to legend, Aja Birku is the key to visiting parallel dimensions, as it mysteriously appeared during the Watcher War. Seven centuries ago, Helmholtz, a prestigious Mage, succeeded in extracting its core, a crystalline stone he called the Crystal Eye. However, before he could uncover its secrets, the city of Nex was besieged by Omnia's forces. The attack failed, but what was their real goal? That night, the Crystal Eye was lost forever.","Aja Birku, auch bekannt unter rodianischen Gelehrten als Die Rätselbox, ist eines der wenigen Wesen, das selbst die hingebungsvollsten Kunsthandwerker noch verwirrt. Der Legende nach ist Aja Birku der Schlüssel zum Besuch paralleler Dimensionen, da es während des Wächterkrieges auf mysteriöse Weise erschien. Vor sieben Jahrhunderten gelang es Helmholtz, einem angesehenen Magier, seinen Kern zu extrahieren, einen kristallinen Stein, den er das Kristallauge nannte. Bevor er jedoch seine Geheimnisse lüften konnte, wurde die Stadt Nex von Omnias Streitkräften belagert. Der Angriff scheiterte, aber was war ihr wahres Ziel? In jener Nacht ging das Kristallauge für immer verloren.",TERM:Creatures->Kreaturen,,
752,"When the wind swings the branches of a Woodka, hundreds of droplets are released from its body, carrying with them the characteristic aroma of ale. Despite being a tree made of beer, this creature is always hungry. However, the food remains floating inside its body after swallowing it, which means it is never digested and can even rot, making the Woodka sick.","Wenn der Wind die Äste einer Woodka bewegt, werden Hunderte von Tröpfchen aus ihrem Körper freigesetzt, die den charakteristischen Duft von Bier mit sich tragen. Obwohl es ein Baum aus Bier ist, hat dieses Wesen ständig Hunger. Allerdings bleibt die Nahrung nach dem Verschlucken in seinem Körper schweben, was bedeutet, dass sie nie verdaut wird und sogar verrotten kann, wodurch die Woodka krank wird.",TERM:Creature->Kreatur,,
770,"Many artists dedicate their lives to performing for the general public during festivities. This forces them to keep traveling throughout the year, but they return to their place of origin for the winter festival that commemorates the victory against the Watchers. There they sing and dance with their relatives and childhood friends, strengthening the bonds that unite them. When these artists die during this period, a Bard Caroller is sometimes created. This creature's music brings out existing emotions and positive thoughts, and it can even make two people who hate each other hug.","Viele Künstler widmen ihr Leben der Unterhaltung der Öffentlichkeit während Festlichkeiten. Dies zwingt sie, das ganze Jahr über zu reisen, doch sie kehren zu ihrem Herkunftsort für das Winterfest zurück, das den Sieg gegen die Wächter feiert. Dort singen und tanzen sie mit ihren Verwandten und Kindheitsfreunden und stärken so die Bande, die sie verbinden. Wenn diese Künstler in dieser Zeit sterben, entsteht manchmal ein Barden-Sänger. Die Musik dieses Wesens bringt vorhandene Emotionen und positive Gedanken zum Vorschein und kann sogar zwei Menschen, die sich hassen, dazu bringen, sich zu umarmen.",TERM:Creature->Kreatur,,
776,"It was a winter morning when the Watcher Sentinel finally bit the dust thousands of years ago. The bloody war had ended, and that day became part of the world's history, to be celebrated every year. The Gods had gathered in the battlefield, and Vulcanar raised his finger to the sky and fired a spell to create a colorful lightshow that thrilled the survivors. Torun, enraged, decided to create a Giant that would travel to towns and cities delivering gifts on that day ""without expecting anything in return"", because, although mortals were insignificant creatures, he wouldn't let them favor his archrival over him.","Es war ein Wintermorgen, als der Wächtersentinel vor Tausenden von Jahren endlich ins Gras biss. Der blutige Krieg war zu Ende, und dieser Tag wurde Teil der Weltgeschichte, der jedes Jahr gefeiert wird. Die Götter hatten sich auf dem Schlachtfeld versammelt, und Vulcanar hob seinen Finger zum Himmel und wirkte einen Zauber, der eine farbenfrohe Lichtshow erschuf, die die Überlebenden begeisterte. Torun, voller Zorn, beschloss, einen Riesen zu erschaffen, der an diesem Tag durch Dörfer und Städte reisen und Geschenke verteilen würde, ""ohne etwas als Gegenleistung zu erwarten",TERM:Creatures->Kreaturen,,
787,"When Calkins taught the Dryads to carry a sprout of their oaks so they could travel greater distances, there were some that moved away from the forests and jungles in search of the radiant sun. Those that reached the coasts kept their purpose, but the strong heat gradually changed them as generations passed, until they became Dryad Sunbathers. These creatures' whispers force whoever hears them to obey their commands, although they don't affect those with a strong will.","Als Calkins den Dryaden beibrachte, einen Spross ihrer Eichen zu tragen, damit sie größere Entfernungen zurücklegen konnten, gab es einige, die sich von den Wäldern und Dschungeln entfernten, auf der Suche nach der strahlenden Sonne. Jene, die die Küsten erreichten, behielten ihren Zweck bei, doch die starke Hitze veränderte sie im Laufe der Generationen allmählich, bis sie zu Dryaden-Sonnenbadenden wurden. Das Flüstern dieser Wesen zwingt jeden, der es hört, ihren Befehlen zu gehorchen, obwohl es diejenigen mit starkem Willen nicht beeinflusst.",TERM:Creatures->Kreaturen,,
791,"It was thousands of years ago when Omelettes first encountered humans. Specifically, they were integrated into the society of Kaito, where they let humans paint them during their rituals of birth and death. When that civilization came to an end, the Omelettes dispersed throughout the world and tried to befriend humans from other places. Many of these Dumplings had to pay a great price before they became more than food for the humans, but they are now considered sacred creatures in Rodia and other regions of the world.","Vor Tausenden von Jahren begegneten die Omelettes zum ersten Mal den Menschen. Genauer gesagt wurden sie in die Gesellschaft von Kaito integriert, wo sie den Menschen erlaubten, sie während ihrer Geburts- und Todesrituale zu bemalen. Als diese Zivilisation zu Ende ging, verstreuten sich die Omelettes in der ganzen Welt und versuchten, sich mit Menschen aus anderen Orten anzufreunden. Viele dieser Dumplings mussten einen hohen Preis zahlen, bevor sie mehr als nur Nahrung für die Menschen wurden, aber heute gelten sie in Rodia und anderen Regionen der Welt als heilige Geschöpfe.",TERM:Creatures->Kreaturen,,
795,"A group of veteran explorers found a frozen creature one day while traveling through the Frostbite Caverns in Sithicus. They took it with them and built a camp. While they debated about its possible species around the bonfire, the block of ice began to crack and the creature emerged. They did not understand how it could have survived or how the ice had broken, but it seemed like a kind and loving creature, so the explorers went to sleep without a worry. Upon awakening, they realized the creature had stolen all their money, as well as important tools and climbing gear. With great difficulty, they returned to the capital and looked for information about what had happened to them. They had been lucky. A student at the Magic University of Andolin explained that the creature was believed to be extinct, in part because its extermination had been ordered. This creature is kind and gentle while it is cold, and it can use ice to enter a state of stasis indefinitely, but when it gets warm it becomes a deceitful, malicious being who sometimes kills others for fun.","Eine Gruppe erfahrener Entdecker fand eines Tages ein gefrorenes Wesen, während sie durch die Frostbiss-Höhlen in Sithicus reisten. Sie nahmen es mit und errichteten ein Lager. Während sie am Lagerfeuer über seine mögliche Spezies diskutierten, begann der Eisblock zu brechen und das Wesen tauchte auf. Sie verstanden nicht, wie es überlebt haben könnte oder wie das Eis gebrochen war, aber es schien ein freundliches und liebevolles Wesen zu sein, also gingen die Entdecker ohne Sorge schlafen. Beim Aufwachen bemerkten sie, dass das Wesen all ihr Geld sowie wichtige Werkzeuge und Kletterausrüstung gestohlen hatte. Mit großer Mühe kehrten sie in die Hauptstadt zurück und suchten nach Informationen über das, was ihnen zugestoßen war. Sie hatten Glück gehabt. Ein Student an der Magieuniversität von Andolin erklärte, dass man glaubte, das Wesen sei ausgestorben, teilweise weil seine Ausrottung angeordnet worden war. Dieses Wesen ist freundlich und sanft, solange es kalt ist, und kann Eis nutzen, um auf unbestimmte Zeit in einen Zustand der Stase zu verfallen, aber wenn es warm wird, verwandelt es sich in ein hinterhältiges, bösartiges Wesen, das manchmal andere zum Spaß tötet.",TERM:Creature->Kreatur,,
804,"Amphisbaenas are creatures who can perform specific tasks flawlessly. They are normally gentle, kind, and charming, and try to solve problems through dialogue, keeping in mind other people's arguments and points of view.\n\nSome Amphisbaenas were literally born to cook. They just need to test the ingredients separately to know if combining them is a good idea. Today, this knowledge is available to everyone, thanks to the numerous cookbooks that have been published based on their discoveries.","Amphisbaenen sind Wesen, die bestimmte Aufgaben fehlerlos ausführen können. Sie sind normalerweise sanft, freundlich und charmant und versuchen, Probleme durch Dialog zu lösen, wobei sie die Argumente und Standpunkte anderer berücksichtigen.\n\nEinige Amphisbaenen wurden buchstäblich zum Kochen geboren. Sie müssen die Zutaten nur einzeln testen, um zu wissen, ob deren Kombination eine gute Idee ist. Heute ist dieses Wissen dank der zahlreichen Kochbücher, die auf ihren Entdeckungen basieren, für jeden verfügbar.",TERM:Creatures->Kreaturen,,
808,"After a time, Amphisbaenas began to suffer persecution by the Omnians, who subjected them to extortion so they would abandon their work. It was not long before the first corpse of an Amphisbaena appeared on the glass steps of the capital, stabbed and bruised.\n\nSome Amphisbaenas are highly insightful thanks to their analytical skills, and they have become valuable assets in the security forces of Rodia's major cities. But there are always exceptions. Following the fall of King Misery, a spike in crime has occurred in much of the kingdom of Neralim, and authorities have found that one of these creatures is at the head of the group responsible.","Nach einiger Zeit begannen die Amphisbaenas unter der Verfolgung durch die Omnianer zu leiden, die sie erpressten, damit sie ihre Arbeit aufgaben. Es dauerte nicht lange, bis die erste Leiche eines Amphisbaena auf den gläsernen Stufen der Hauptstadt erschien, erstochen und mit Blutergüssen übersät.\n\nEinige Amphisbaenas sind dank ihrer analytischen Fähigkeiten äußerst scharfsinnig und haben sich zu wertvollen Kräften in den Sicherheitsdiensten der großen Städte Rodias entwickelt. Aber es gibt immer Ausnahmen. Nach dem Sturz von König Misery ist die Kriminalität in weiten Teilen des Königreichs Neralim angestiegen, und die Behörden haben herausgefunden, dass eines dieser Geschöpfe an der Spitze der verantwortlichen Gruppe steht.",TERM:Creatures->Kreaturen,,
809,"The protests of the citizens of Omnia against the Amphisbaenas grew, and the Amphisbaenas brought several unions to trial, accusing them of inciting crimes against their species. Sigmund finally took sides, and decreed that continuing the hunt of these creatures would be punished with exile to the Torture Chamber, whatever the crime committed against them.\n\nAmphisbaena Prospectors perform a wide variety of physical tasks, but they are best known for mining inside the gigantic Nether Orb on which the capital of Siralim was built, with the aim of extracting the raw material used to make Spell Gems. Due to the power it contains, most creatures eventually become ill, but Amphisbaenas are immune to this influence thanks to their biology.","Die Proteste der Bürger von Omnia gegen die Amphisbaenas nahmen zu, und die Amphisbaenas brachten mehrere Gewerkschaften vor Gericht, denen sie vorwarfen, Verbrechen gegen ihre Spezies anzustiften. Sigmund ergriff schließlich Partei und verfügte, dass die weitere Jagd auf diese Kreaturen mit Verbannung in die Folterkammer bestraft würde, ungeachtet des gegen sie begangenen Verbrechens.\n\nAmphisbaena-Prospektoren führen eine Vielzahl von körperlichen Aufgaben durch, sind aber vor allem für den Bergbau im gigantischen Nether-Orb bekannt, auf dem die Hauptstadt Siralim errichtet wurde, mit dem Ziel, den Rohstoff für die Herstellung von Zauberedelsteinen zu gewinnen. Aufgrund der darin enthaltenen Macht werden die meisten Kreaturen irgendwann krank, aber Amphisbaenas sind dank ihrer Biologie immun gegen diesen Einfluss.",TERM:Spell Gems->Zaubersteine,,
860,"The colossal creature whom Mortem named Titan was floating in an interdimensional space near the edge of reality. To reach it, he was aided by Perdition's older sister, a member of the Auditors with extensive knowledge of magic and the structure of the universe.\n\nThe Leech Digger uses its powerful hands to hide underground, waiting for an animal to pass over it. If it chooses the wrong place, instead of surfacing to choose a better one, it just stands still until it starves to death.","Das kolossale Wesen, das Mortem Titan nannte, schwebte in einem interdimensionalen Raum nahe dem Rand der Realität. Um es zu erreichen, wurde er von Perditions älterer Schwester unterstützt, einem Mitglied der Auditoren mit umfassendem Wissen über Magie und die Struktur des Universums.\n\nDer Blutegel-Gräber nutzt seine kräftigen Hände, um sich unter der Erde zu verstecken und wartet darauf, dass ein Tier über ihn hinwegläuft. Wenn er den falschen Ort wählt, verharrt er einfach regungslos, bis er verhungert, anstatt aufzutauchen und einen besseren Platz zu suchen.",TERM:Creature->Kreatur,,
866,"After they ascended to godhood, Hexilo became Mortem and River became Tenebris. Together they created the Bastion of the Void, the only place that could contain the Voidlords' invasion of the world.\n\nDespite their power over blood, Hemomancers are unable to use any of their abilities on the Titan.\n\nDuring a new moon, Lunar Hemomancers can calm the emotions of any creature by touching an open wound on their body. Conversely, if this happens during a full moon, the emotions are amplified, causing their victim to lose control of themselves.","Nachdem sie zur Göttlichkeit aufgestiegen waren, wurde Hexilo zu Mortem und River zu Tenebris. Gemeinsam erschufen sie die Bastion der Leere, den einzigen Ort, der die Invasion der Leerenfürsten in die Welt aufhalten konnte.\n\nTrotz ihrer Macht über Blut können Hämomanten keine ihrer Fähigkeiten gegen den Titanen einsetzen.\n\nWährend eines Neumondes können Lunar-Hämomanten die Emotionen jedes Wesens beruhigen, indem sie eine offene Wunde an dessen Körper berühren. Umgekehrt werden bei Vollmond die Emotionen verstärkt, was dazu führt, dass ihr Opfer die Kontrolle über sich selbst verliert.",TERM:Creature->Kreatur,,
868,"Before he worked for the Auditors as Twilight, Hexilo was a necromancer who terrorized an entire nation close to what is now known as Rodia. Thanks to his knowledge of magic and medicine, he found a way to alter and even control others through their blood.\n\nHemomancers are straightforward creatures of few words that are rarely influenced by other species.\n\nIf a Hemomancer Donor puts a certain amount of its blood into another creature's veins, it is able to control all its movements, overriding their will for as long as the substance remains in their system.","Bevor er für die Prüfer als Twilight arbeitete, war Hexilo ein Nekromant, der eine ganze Nation in der Nähe des heutigen Rodia terrorisierte. Dank seiner Kenntnisse in Magie und Medizin fand er einen Weg, andere durch ihr Blut zu verändern und sogar zu kontrollieren.\n\nHämomanten sind geradlinige Wesen mit wenigen Worten, die selten von anderen Spezies beeinflusst werden.\n\nWenn ein Hämomanten-Spender eine bestimmte Menge seines Blutes in die Adern eines anderen Wesens gibt, kann er alle seine Bewegungen kontrollieren und seinen Willen außer Kraft setzen, solange die Substanz in seinem System verbleibt.",TERM:Creature->Kreatur; TERM:Creatures->Kreaturen,,
873,"Osseins were created to annihilate any creature in their path. However, Mortem's will prevents them from attacking the native species of the Titan's Wound.\n\nThe Augmented Ossein was to be a winged creature at first, but Mortem encountered serious difficulties in designing wings that would allow it to take flight. However, its appendages now allow it to hang itself from high ceilings and drop on its unsuspecting victims.","Osseins wurden erschaffen, um jedes Wesen auf ihrem Weg zu vernichten. Mortems Wille hindert sie jedoch daran, die einheimischen Arten der Titanenwunde anzugreifen.\n\nDer Verstärkte Ossein sollte ursprünglich ein geflügeltes Wesen sein, aber Mortem stieß auf ernsthafte Schwierigkeiten bei der Gestaltung von Flügeln, die ihm das Fliegen ermöglichen würden. Seine Gliedmaßen erlauben es ihm jetzt jedoch, sich von hohen Decken herabzuhängen und auf seine ahnungslosen Opfer herabzustürzen.",TERM:Creature->Kreatur,,
875,"Even though the body of an Ossein is made entirely of bone, they possess extraordinary toughness due to the nature of the creature from whom they emerged. This is more noticeable in the case of the Ossein Defenders, since they often choose to block their enemies' blows. No matter how many spells, arrows and blades strike its shield, it is never damaged at the end of a fight.","Obwohl der Körper eines Ossein vollständig aus Knochen besteht, besitzen sie aufgrund der Natur des Wesens, aus dem sie hervorgegangen sind, außergewöhnliche Widerstandsfähigkeit. Dies ist bei den Ossein-Verteidigern noch auffälliger, da sie sich oft dafür entscheiden, die Schläge ihrer Feinde zu blocken. Egal wie viele Zauber, Pfeile und Klingen auf seinen Schild treffen, am Ende eines Kampfes ist er niemals beschädigt.",TERM:Creature->Kreatur,,
887,"At the dawn of civilization, the world the Gods had created for the creatures they gave life to was not yet ready for an extensive use of magic. In addition to the rifts through which the Watchers crossed over, strange echoes of the universe came into being, which would later be known as Itherian Realms.\n\nInquisitor Countesses are the wisest females of their kind, who rule over the depths of the Blood Grove. However, they only receive this title at the last stage of their life cycle.","Bei der Morgendämmerung der Zivilisation war die Welt, die die Götter für die Geschöpfe erschaffen hatten, denen sie Leben einhauchten, noch nicht bereit für eine umfassende Nutzung der Magie. Zusätzlich zu den Rissen, durch welche die Wächter hinübertraten, entstanden seltsame Echos des Universums, die später als Itherianische Reiche bekannt werden sollten.\n\nInquisitor-Gräfinnen sind die weisesten Weibchen ihrer Art, die über die Tiefen des Bluthains herrschen. Allerdings erhalten sie diesen Titel erst in der letzten Phase ihres Lebenszyklus.",TERM:Creatures->Kreaturen,,
914,"Concoctions leave behind them a trail of highly polluting, glowing, sticky substance. It is believed that, if one of these creatures were thrown into a river, entire ecosystems and crops would be ruined for a long time.\n\nTo intimidate its enemies, the Gooarrior constantly alters its shape. The truth is, this creature tries very hard to assume a terrifying appearance, but its success rate is questionable, as the only thing it provokes in its opponents is laughter.","Gebräue hinterlassen eine Spur aus stark verschmutzender, leuchtender, klebriger Substanz. Es wird angenommen, dass, wenn eines dieser Wesen in einen Fluss geworfen würde, ganze Ökosysteme und Ernten für lange Zeit ruiniert wären.\n\nUm seine Feinde einzuschüchtern, verändert der Gooarrior ständig seine Form. Die Wahrheit ist, dass dieses Wesen sehr hart daran arbeitet, ein furchterregendes Aussehen anzunehmen, aber seine Erfolgsquote ist fragwürdig, da es bei seinen Gegnern nur Gelächter hervorruft.",TERM:Creature->Kreatur; TERM:Creatures->Kreaturen,,
928,"Mikhail never learned how to use magic and refused to use Spell Gems. Despite this, he was one of the organization's greatest assets thanks to his cunning, experience, and the two firearms with which he hardly ever missed a target.\n\nThe Toxdweller Parasite feeds on blood and garbage, which makes its stinger a weapon to be reckoned with.","Mikhail hat nie gelernt, Magie zu benutzen, und weigerte sich, Zauberedelsteine zu verwenden. Trotzdem war er dank seiner Schläue, Erfahrung und der beiden Schusswaffen, mit denen er kaum je ein Ziel verfehlte, einer der wertvollsten Mitarbeiter der Organisation.\n\nDer Giftbewohner-Parasit ernährt sich von Blut und Abfall, was seinen Stachel zu einer Waffe macht, mit der man rechnen muss.",TERM:Spell Gems->Zaubersteine,,
936,"Modern Spell Gems that do not come from the forehead of a Carbuncle were developed in the Refuge of the Magi. However, every success comes after numerous failures, and Gemlings were one of them.\n\nThere are many solitary Gemlings, but none of them are Crystaldunes. They usually choose a mate of any species and spend their lives close to them, often orbiting continuously around them.","Moderne Zauberedelsteine, die nicht aus der Stirn eines Carbuncle stammen, wurden im Refugium der Magier entwickelt. Allerdings kommt jeder Erfolg erst nach zahlreichen Misserfolgen, und Gemlings waren einer davon.\n\nEs gibt viele einzelgängerische Gemlings, aber keiner von ihnen ist ein Kristalldüne. Sie wählen normalerweise einen Partner einer beliebigen Spezies und verbringen ihr Leben in deren Nähe, oft kreisen sie ständig um sie herum.",TERM:Spell Gems->Zaubersteine,,
947,"The Prismatic Cruncher is a rare example of a Cruncher that was born from a wall in which a Carbuncle had laid an egg. Unlike the rest of its kind, it only feeds on rocks and metal, and it cares about the Carbuncles' well-being. Many Carbuncles take advantage of the fact that the other Crunchers rarely attack this creature and hide their eggs in the cracks of its shell. For this reason, it is a multicolored creature whose pigmentation is determined by the species of Carbuncle that laid the egg.","Der Prismatische Knirscher ist ein seltenes Beispiel eines Knirschers, der aus einer Wand geboren wurde, in der ein Karfunkel ein Ei gelegt hatte. Im Gegensatz zu seinen Artgenossen ernährt er sich nur von Steinen und Metall und sorgt sich um das Wohlbefinden der Karfunkel. Viele Karfunkel nutzen die Tatsache aus, dass die anderen Knirscher dieses Wesen selten angreifen, und verstecken ihre Eier in den Rissen seiner Schale. Aus diesem Grund ist es ein mehrfarbiges Wesen, dessen Pigmentierung von der Karfunkel-Art bestimmt wird, die das Ei gelegt hat.",TERM:Creature->Kreatur,,
952,"Elinar was a forest Elf who lived for hundreds of years in the northeast Cutthroat Jungle of a different continent. In that place, an evil empress not only banned non-humans from using what little magic there was, but also ordered their extermination, which caused an exodus of creatures such as Smiths and Gorgons. The Elves, hidden in the woods, were the main foes of this Dark Lady, the only ones who were not exterminated despite the fact that they would not leave their home under any circumstances. Elinar was their most powerful warrior, but the Auditors tried to recruit him before the war came to an end. Elinar accepted the offer, but he would only join them when the war ended. The Auditors assured him that the land of the Elves could never fall to the empress, and that she would be betrayed by one of her own in less than a year. Still Elinar declined the offer. The next morning, the empress was dead. According to one of the survivors in the castle, five Carnages and a ""big eye"" had taken her down after overwhelming her personal guard. For the eleven years he worked with his five companions in the organization, Elinar used the codename Morning Star.","Elinar war ein Waldelb, der hunderte von Jahren im nordöstlichen Cutthroat-Dschungel eines anderen Kontinents lebte. An diesem Ort verbannte eine böse Kaiserin nicht nur Nicht-Menschen von der Nutzung der wenigen vorhandenen Magie, sondern befahl auch ihre Ausrottung, was zu einem Exodus von Wesen wie Schmieden und Gorgonen führte. Die Elben, versteckt in den Wäldern, waren die Hauptfeinde dieser Dunklen Herrin, die einzigen, die trotz der Tatsache, dass sie ihre Heimat unter keinen Umständen verlassen würden, nicht ausgerottet wurden. Elinar war ihr mächtigster Krieger, aber die Auditoren versuchten, ihn zu rekrutieren, bevor der Krieg zu Ende ging. Elinar nahm das Angebot an, würde ihnen jedoch erst beitreten, wenn der Krieg vorbei war. Die Auditoren versicherten ihm, dass das Land der Elben niemals der Kaiserin zum Opfer fallen könne und dass sie in weniger als einem Jahr von einem der Ihren verraten werden würde. Dennoch lehnte Elinar das Angebot ab. Am nächsten Morgen war die Kaiserin tot. Laut einem der Überlebenden im Schloss hatten fünf Carnages und ein ""großes Auge"" sie niedergestreckt, nachdem sie ihre persönliche Garde überwältigt hatten. Während der elf Jahre, die er mit seinen fünf Gefährten in der Organisation arbeitete, benutzte Elinar den Codenamen Morgenstern.",TERM:Creatures->Kreaturen,,
958,"This creature has often been attributed miraculous properties, for many reasons. Around this creature, trees bloom, crops manage to grow despite the droughts, and grass sprouts where it should not. Finding one is an extraordinary feat, and keeping one close is extremely difficult, as it can easily escape by becoming imperceptible to the senses of living beings.","Diesem Wesen wurden aus vielen Gründen oft wundersame Eigenschaften zugeschrieben. In seiner Umgebung blühen Bäume, Feldfrüchte gedeihen trotz Dürren, und Gras sprießt, wo es eigentlich nicht wachsen sollte. Eines zu finden ist eine außergewöhnliche Leistung, und es in der Nähe zu behalten ist äußerst schwierig, da es leicht entkommen kann, indem es für die Sinne lebender Wesen nicht mehr wahrnehmbar wird.",TERM:Creature->Kreatur,,
961,"This creature looks like an Apocalypse, but it is not one of them. It was artificially created by the Auditors and ordered to stop any outsiders who enter Ubi Concordia. The cry of the so-called Zzyia Apocalypse chills anyone who hears it to the bone, as it was programmed to do. During the development of this creature, the Auditors researched which sounds activated the parts of the brain that produce fear, until they found one capable of terrorizing hundreds of different species.","Dieses Wesen sieht aus wie eine Apokalypse, ist aber keine von ihnen. Es wurde künstlich von den Auditoren erschaffen und beauftragt, alle Eindringlinge aufzuhalten, die Ubi Concordia betreten. Der Schrei der sogenannten Zzyia-Apokalypse lässt jeden, der ihn hört, bis ins Mark erschaudern, genau wie es programmiert wurde. Während der Entwicklung dieses Wesens erforschten die Auditoren, welche Klänge die Teile des Gehirns aktivieren, die Angst erzeugen, bis sie einen fanden, der Hunderte verschiedener Spezies terrorisieren konnte.",TERM:Creature->Kreatur,,
964,"This creature continuously expels fire, and can produce flames of up to fifteen feet in length. If surrounded, it spins rapidly and blasts fire at full power to drive its enemies away. It prefers to wander through dry places where vegetation is scarce. Although this is fortunate for Rodia's forests and crops, Incendiary Smogs attack merchant caravans even when they are at a disadvantage, generally causing substantial losses before being subdued if not detected early.","Dieses Wesen stößt ständig Feuer aus und kann Flammen von bis zu fünfzehn Fuß Länge erzeugen. Wenn es umzingelt wird, dreht es sich schnell und schleudert Feuer mit voller Kraft, um seine Feinde zu vertreiben. Es zieht es vor, durch trockene Gebiete zu wandern, in denen die Vegetation spärlich ist. Obwohl dies ein Glück für Rodias Wälder und Ernten ist, greifen Brandnebel Handelskarawanen selbst dann an, wenn sie im Nachteil sind, und verursachen in der Regel erhebliche Verluste, bevor sie bezwungen werden, wenn sie nicht frühzeitig entdeckt werden.",TERM:Creature->Kreatur,,
